ID,Name,License Number,Source,Last Updated,Contact Info,Type,Latitude,Longitude,Address,Closed,Open,Normal Hours,Are there special hours?,Accommodation hours,Are there EM hours?,EM hours,SNAP/EBT/WIC,Delivery?,Pickup Orders?,Delivery/ Pick Up Notes,Other Notes
21,"129 CARIBE CORP , 129 CARIBE",711434,,,,JAC,40.849999,-73.913639,"129 W TREMONT AVE, BRONX, NY 10453",,,,,,,,,,,,
2608,"129 DWIGHT ST FOOD CORP , 129 DWIGHT ST FOOD",713137,,,,JAC,40.675163,-74.010075,"129 DWIGHT ST, BROOKLYN, NY 11231",,,,,,,,,,,,
13434,"130-10 FOOD CORP , TRADE FAIR II",630493,,,,JABC,,0.000000,"130 10 METROPOLITAN AVE, RICHMOND HILL, NY 11418",,,,,,,,,,,,
2610,"131 MANHATTAN DELI GROCERY CORP , 131 MANHATTAN DELI GRCY",615275,,,,JAC,40.707294,-73.944917,"134 MANHATTAN AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
10465,"131 ROCKAWAY FOOD CORP , 131 ROCKAWAY FOOD",671090,,,,JAC,,0.000000,"131 02 ROCKAWAY BLVD, SOUTH OZONE PARK, NY 11420",,,,,,,,,,,,
10464,"131-21 STOP ONE DELI&GRCRY CORP , 131-21 STOP ONE DELI&GR",638362,,,,JAC,,0.000000,"131 21 SPRINGFIELD BLVD, SPRINGFIELD GARDEN, NY 11413",,,,,,,,,,,,
9606,"132 DELI & GROCERY CORP , MINI MARKET",628338,,,,JAC,40.813382,-73.945215,"2240 7TH AVE, NEW YORK, NY 10027",,,,,,,,,,,,
2611,"132 EXPRESS DELI INC , 132 EXPRESS DELI",707687,,,,JAC,40.705970,-73.942976,"132 GRAHAM AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
7723,"132 VERMILYEA DELI & GROCERY CORP , 132 VERMILYEA DELI & GR",716564,,,,JAC,40.866625,-73.920990,"132 VERMILYEA AVE, NEW YORK, NY 10034",,,,,,,,,,,,
2612,"133 FOOD CORP , 133 FOOD",614054,,,,JAC,40.687437,-73.972534,"133 LAFAYETTE AVE, BROOKLYN, NY 11238",,,,,,,,,,,,
26,"134TH MEAT MARKET INC , 134TH MEAT MARKET INC T",703722,,,,JAC,40.804903,-73.920809,"514 E 134TH ST, BRONX, NY 10454",,,,,,,,,,,,
7725,"134TH STREET DELI GROCERY CORP , 134TH STREET DELI GROCE",704233,,,,JAC,40.814599,-73.944098,"198 W 134TH STREET, NEW YORK, NY 10030",,,,,,,,,,,,
8823,"135 FUTURE L&M CORP , FINE FARE",628461,,,,JAC,40.813346,-73.939050,"24 W 135TH ST, NEW YORK, NY 10037",,,,,,,,,,,,
7960,"135 W 3RD ST RETAIL CORP , 7 ELEVEN STORE #36799A",707583,,,,JAC,40.730833,-74.000944,"135 W 3RD ST, NEW YORK, NY 10012",,,,,,,,,,,,
7726,"135TH STREET DELI & GROCERY CORP , 135TH ST DELI & GROCERY",629287,,,,JAC,40.816238,-73.945912,"266 W 135TH ST, NEW YORK, NY 10030",,,,,,,,,,,,
10466,"136 DELI & GRILL INC , 136 DELI & GRILL",733491,,,,JAC,,0.000000,"135 33 SPRINGFIELD BLVD, SPRINGFIELD GARDEN, NY 11413",,,,,,,,,,,,
10467,"136 DELI GROCERY CORP , 136 DELI GROCERY",725796,,,,JAC,,0.000000,"136 09 FARMERS BLVD, JAMAICA, NY 11434",,,,,,,,,,,,
12890,"138-17 QUICK STOP DELI LLC , QUICK STOP DELI & GROCE",713772,,,,JAC,,0.000000,"138 17 JAMAICA AVE, JAMAICA, NY 11435",,,,,,,,,,,,
12163,"138-37 FOOD CORP , KEY FOOD SUPERMARKET",733800,,,,JAC,,0.000000,"138 37 QUEENS BLVD, JAMAICA, NY 11435",,,,,,,,,,,,
30,"139 GOURMET DELI CORP , 139 GOURMET DELI",729118,,,,JAC,40.810628,-73.924722,"274 ALEXANDER AVE, BRONX, NY 10454",,,,,,,,,,,,
7728,"140 CHARLES OASIS GOURMET INC , 140 CHARLES GOURMET",629221,,,,JAC,40.734147,-74.008111,"140 CHARLES ST, NEW YORK, NY 10014",,,,,,,,,,,,
4970,"140 SCHERMERHORN STREET PROPERTY , HILTON BROOKLYN NY",727668,,,,A,40.689827,-73.988226,"140 SCHERMERHORN ST, BROOKLYN, NY 11201",,,,,,,,,,,,
13650,"141 EXPRESS DELI CORP , 141 EXPRESS DELI",641501,,,,A,40.597958,-74.066741,"141 MCCLEAN AVE, STATEN ISLAND, NY 10305",,,,,,,,,,,,
7729,"141 FINEST DELI CORP , 141 FINEST DELI CORP",724349,,,,JAC,40.820882,-73.945164,"332 W 141ST STREET, NEW YORK, NY 10030",,,,,,,,,,,,
10469,"142 BEST SUPER DELI INC , 142 BEST SUPER DELI",720623,,,,JAC,40.674097,-73.798598,"14134 ROCKAWAY BLVD, JAMAICA, NY 11436",,,,,,,,,,,,
10470,"142 SUPER DELI CORP , 142 SUPER DELI",672028,,,,JAC,,0.000000,"141 34 ROCKAWAY BLVD, JAMAICA, NY 11436",,,,,,,,,,,,
7730,"143 N EXPRESS DELI CORP , 142 N EXPRESS DELI",628709,,,,JAC,40.821707,-73.942749,"2697 8TH AVE, NEW YORK, NY 10030",,,,,,,,,,,,
10472,"144 DELI GROCERY CORP , 144 DELI GROCERY",732840,,,,JAC,,0.000000,"144 12 LAKEWOOD AVENUE, JAMAICA, NY 11435",,,,,,,,,,,,
7732,"144 DELI GROCERY STORE CORP , 144 DELI GROCERY",628885,,,,JAC,40.861280,-73.925621,"144 NAGLE AVE, NEW YORK, NY 10040",,,,,,,,,,,,
10473,"144 MEAT INC , 144 MEAT",716887,,,,JAC,,0.000000,"144 28 LAKEWOOD AVE, JAMAICA, NY 11435",,,,,,,,,,,,
7733,"145 DELI&GROCERY INC , 145 DELI&GROCERY",626486,,,,JAC,40.825112,-73.947698,"1717 AMSTERDAM AVE, NEW YORK, NY 10031",,,,,,,,,,,,
2620,"147 FRIENDS GROCERY CORP , 147 FRIENDS GROCERY",722575,,,,JAC,40.696249,-73.973735,"147 PARK AVE, BROOKLYN, NY 11205",,,,,,,,,,,,
2621,"147 M & A DELI GROCERY CORP , 147 M & A DELI GROCERY",722405,,,,JAC,40.700395,-73.925197,"147 WILSON AVE, BROOKLYN, NY 11237",,,,,,,,,,,,
7735,"147 SPICY DELI INC , 147 SPICY DELI",715456,,,,JAC,40.823281,-73.937978,"2546 ADAM CLAYTON POWELL JR BLVD, NEW YORK, NY 10039",,,,,,,,,,,,
7736,"148 DELI GROCERY INC , 148 DELI GROCERY",627334,,,,JAC,40.824863,-73.940452,"2787 8TH AVE, NEW YORK, NY 10039",,,,,,,,,,,,
7737,"148 FOOD PLAZA INC , 148 FOOD PLAZA",627045,,,,JAC,40.828137,-73.949079,"3596 BROADWAY, NEW YORK, NY 10031",,,,,,,,,,,,
7738,"149 GOURMET DELI INC , 149 GOURMET DELI",724391,,,,JAC,,0.000000,"781 ST NICHOLAS AVE, NEW YORK, NY 10031",,,,,,,,,,,,
1103,"149 STREET FOOD CORP , FINE FARE SUPERMARKET",721681,,,,JAC,40.815373,-73.916003,"459 EAST 149TH STREET, BRONX, NY 10455",,,,,,,,,,,,
35,"149 WILLIS INC , 149 WILLIS",725177,,,,JAC,40.815743,-73.918022,"526B WILLIS AVENUE, BRONX, NY 10455",,,,,,,,,,,,
36,"150 AURORA GROCERY CORP , 150 AURORA GROCERY STR",608890,,,,JAC,40.844843,-73.909289,"150 E 174TH ST, BRONX, NY 10457",,,,,,,,,,,,
7740,"150 MARKET INC , 150 MARKET",627983,,,,JAC,40.709634,-74.006348,"150 WILLIAM ST, NEW YORK, NY 10038",,,,,,,,,,,,
3323,"150 WYTHE INC , BAKERI",732939,,,,JAC,40.677677,-74.017666,"175 VAN DYKE ST, BROOKLYN, NY 11231",,,,,,,,,,,,
13567,"150-65 LLC , WHITESTONE AUTO CENTER",731927,,,,JAC,,0.000000,"150 65 CROSS ISLAND PKWY, WHITESTONE, NY 11357",,,,,,,,,,,,
1094,"151 E TREMONT FOOD CORP , FINE FARE",733031,,,,JAC,40.850394,-73.906844,"151 E TREMONT AVE, BRONX, NY 10453",,,,,,,,,,,,
39,"152 VM GROCERY CORP , 152 VM GROCERY",608814,,,,JAC,40.840160,-73.914034,"152 E 171ST ST, BRONX, NY 10452",,,,,,,,,,,,
38,"152ND STREET FOOD CORP , 152ND STREET FOOD",710516,,,,JAC,40.815213,-73.904145,"835 E 152ND ST, BRONX, NY 10455",,,,,,,,,,,,
44,"153 DELI GROCERY INC , 153 DELI GROCERY",732268,,,,JAC,40.818727,-73.927761,"153 EAST 149TH STREET, BRONX, NY 10451",,,,,,,,,,,,
7746,"153 J AND J FOOD MARKET CORP , 153 J AND J FOOD MARKET",725366,,,,JAC,40.787681,-73.949252,"153 EAST 99TH STREET, NEW YORK, NY 10029",,,,,,,,,,,,
45,"155 DELI GROCERY CORP , 155 DELI GROCERY",609617,,,,A,40.819623,-73.913465,"3021 3RD AVE, BRONX, NY 10455",,,,,,,,,,,,
13953,"155 MEAT CORP , KEY FOOD 1734",707763,,,,JAC,40.638201,-74.075894,"155 BAY ST, STATEN ISLAND, NY 10301",,,,,,,,,,,,
7749,"155TH STREET AUTO CENTER INC , 155TH STREET AUTO CENTE",715934,,,,A,40.833021,-73.945508,"3740 BROADWAY, NEW YORK, NY 10032",,,,,,,,,,,,
46,"156 FOOD MARKET INC , 156 FOOD MARKET",608643,,,,JAC,,0.000000,"760 GRAND, BRONX, NY 10451",,,,,,,,,,,,
47,"156 GOURMET DELI CORP , 156 GOURMET DELI",730894,,,,JAC,40.817619,-73.903762,"809 E 156TH STREET, BRONX, NY 10455",,,,,,,,,,,,
10474,"157 FOOD MARKET CORP , 157 FOOD MARKET",722157,,,,JAC,,0.000000,"111 77 157TH STREET, JAMAICA, NY 11433",,,,,,,,,,,,
49,"157 GERARD CORP , 157 GERARD",715843,,,,JAC,40.825489,-73.926523,"119 E 157TH ST, BRONX, NY 10451",,,,,,,,,,,,
50,"157 MATANZA DELI GROCERY INC , 157 MATANZA DELI GROCER",715724,,,,JAC,40.840171,-73.925277,"157 WEST 169TH ST, BRONX, NY 10452",,,,,,,,,,,,
2626,"158 DELI GROCERY INC , 158 DELI GROCERY",727829,,,,JAC,40.694820,-73.952466,"158 NOSTRAND AVE, BROOKLYN, NY 11205",,,,,,,,,,,,
11052,"158 ROCKAWAY DELI INC , CANDY SHOP",727308,,,,JAC,,0.000000,"158 02 ROCKAWAY BLVD, JAMAICA, NY 11434",,,,,,,,,,,,
7750,"159 CANDY GROCERY CORP , 159 CANDY GROCERY",711389,,,,A,40.833998,-73.941210,"1995A AMSTERDAM AVE, NEW YORK, NY 10032",,,,,,,,,,,,
10475,"159 GOURMET DELI GROCERY INC , 159 GOURMET DELI GROCER",735082,,,,JAC,,0.000000,"159 03 HILLSIDE AVE, JAMAICA, NY 11432",,,,,,,,,,,,
7548,"159-MP CORP , WILLAMSBURG FOOD TOWN",619451,,,,JAC,40.715244,-73.959593,"159 N 3RD ST, BROOKLYN, NY 11211",,,,,,,,,,,,
2629,"160 CRESCENT DELI&GROCERY CORP , 160 CRESCENT DELI&GRCY",612008,,,,JAC,40.685511,-73.872776,"160 CRESCENT ST, BROOKLYN, NY 11208",,,,,,,,,,,,
10476,"160 GOURMET DELI INC , 160 GOURMET DELI",730891,,,,JAC,,0.000000,"106 65 160TH STREET, JAMAICA, NY 11433",,,,,,,,,,,,
482,"161 EAST MEAT CORP , ASSOCIATED SUPERMARKET",603025,,,,JAC,40.821452,-73.905253,"724 E 161ST ST, BRONX, NY 10456",,,,,,,,,,,,
53,"161 SHADDAD INC , 161 SHADDAD",716328,,,,JAC,40.822353,-73.909207,"575 E 161 ST, BRONX, NY 10456",,,,,,,,,,,,
7755,"162 GOURMET DELI CORP , 162 GOURMET DELI",716562,,,,JAC,40.837231,-73.942705,"601 WEST 162ND ST, NEW YORK, NY 10032",,,,,,,,,,,,
10477,"162 JAMAICA DELI INC , 162 JAMAICA DELI",727890,,,,JAC,40.704734,-73.797947,"8974 162ND STREET, JAMAICA, NY 11432",,,,,,,,,,,,
54,"163 ASHLEY DELI GROCERY INC , 163 ASHLEY DELI GROCERY",704649,,,,JAC,40.823896,-73.908802,"3244 THIRD AVE, BRONX, NY 10451",,,,,,,,,,,,
55,"163 KING DELI INC , 163 KING DELI",706866,,,,JAC,40.823747,-73.908894,"3240 3RD AVE, BRONX, NY 10451",,,,,,,,,,,,
7757,"164 PRESBYTERIAN ST DELI CORP , 164 PRESBYTERIAN ST DEL",724968,,,,JAC,,0.000000,"1081 ST NICHOLAS AVE, NEW YORK, NY 10032",,,,,,,,,,,,
10478,"164TH STREET TRADING INC , 164TH STREET TRADING",635980,,,,JAC,,0.000000,"65 08 164TH ST, FRESH MEADOWS, NY 11365",,,,,,,,,,,,
56,"165 AND ANDERSON SUPERETTE INC , 165 AND ANDERSON SUPERE",730798,,,,JAC,40.833738,-73.926443,"64 W 165TH STREET, BRONX, NY 10452",,,,,,,,,,,,
7759,"165 DELI GROCERY CORP , 165 DELI GROCERY",728715,,,,JAC,40.838031,-73.938268,"2119 AMSTERDAM AVE, NEW YORK, NY 10032",,,,,,,,,,,,
2635,"165 GRAHAM AVE GROCERY CORP , 165 GRAHAM AVE GROCERY",613017,,,,JAC,40.707679,-73.943260,"165 GRAHAM AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
7760,"165 W GOURMET DELI CORP , 165 W GOURMET DELI",717781,,,,JAC,40.838873,-73.939546,"1 AUDUBON AVE, NEW YORK, NY 10032",,,,,,,,,,,,
58,"165 WOODYCREST GROCERY INC , 165 WOODYCREST GROCERY",717998,,,,A,40.833953,-73.927068,"82 W 165TH STREET, BRONX, NY 10452",,,,,,,,,,,,
4478,"165 YORK FINE FOOD CORP , FINE FOOD",619806,,,,JAC,40.701425,-73.984327,"165 YORK ST, BROOKLYN, NY 11201",,,,,,,,,,,,
59,"166 QUICK STOP GROCERY INC , 166 QUICK STOP GROCERY",732277,,,,JAC,40.830893,-73.917586,"1060 SHERMAN AVE, BRONX, NY 10456",,,,,,,,,,,,
7764,"167 CANDY CORP , 167 CANDY",732611,,,,JAC,40.839504,-73.937862,"502 W 167TH ST, NEW YORK, NY 10032",,,,,,,,,,,,
1247,"167 PARKS FISH MARKET INC , GRAND FISH MARKET",725381,,,,JAC,40.833866,-73.916253,"214 E 167TH STREET, BRONX, NY 10456",,,,,,,,,,,,
7765,"168 8TH AVE FOOD CORP , 168 8TH AVE FOOD",724423,,,,JAC,40.742519,-74.000500,"168 8TH AVE, NEW YORK, NY 10011",,,,,,,,,,,,
7766,"168 FRUIT&VEGETABLE CORP , 168 FRUIT&VEGETABLE",624892,,,,JAC,40.742117,-73.997084,"168 7TH AVE, NEW YORK, NY 10011",,,,,,,,,,,,
63,"168TH SUPERIOR MARKET INC , 168TH SUPERIOR MARKET",607459,,,,JAC,40.838298,-73.924567,"108 W 168TH ST, BRONX, NY 10452",,,,,,,,,,,,
10480,"169 DELI GROCERY CORP , 169 DELI GROCERY",638303,,,,JAC,,0.000000,"87 78C 169TH ST, JAMAICA, NY 11432",,,,,,,,,,,,
10481,"169 FRESH FISH MARKET LLC , 169 FRESH FISH MARKET",731112,,,,JAC,,0.000000,"169 13 JAMAICA AVE, JAMAICA, NY 11432",,,,,,,,,,,,
5262,"169 MEAT CORP , KEY FOOD",718375,,,,JAC,40.633851,-73.963544,"1407 FOSTER AVE, BROOKLYN, NY 11230",,,,,,,,,,,,
7936,"171 MADISON AVENUE RETAIL INC , 7-ELEVEN STORE #35057",629216,,,,JAC,40.747271,-73.983316,"171 MADISON AVE, NEW YORK, NY 10016",,,,,,,,,,,,
13653,"171 VIP DELI & GROCERY CORP , 171 VIP DELI & GROCERY",725629,,,,A,40.635719,-74.166193,"171 SOUTH AVE, STATEN ISLAND, NY 10303",,,,,,,,,,,,
68,"171 WEST CORP , 171 WEST CORP",729069,,,,JAC,40.853963,-73.914754,"171 W BURNSIDE AVE, BRONX, NY 10453",,,,,,,,,,,,
10482,"171-03 FOOD MARKET CORP , 171-03 FOOD MARKET",719800,,,,JAC,,0.000000,"171 03 JAMAICA AVE, JAMAICA, NY 11432",,,,,,,,,,,,
7769,"172 DELI GROCERY CORP , 172 DELI GROCERY",724555,,,,JAC,40.843508,-73.937979,"1230 ST NICHOLAS AVE, NEW YORK, NY 10032",,,,,,,,,,,,
8251,"172 FOOD CORP , BROADWAY FARM",626772,,,,JAC,40.844228,-73.938969,"4081 BROADWAY, NEW YORK, NY 10032",,,,,,,,,,,,
69,"172 GROCERY AND CANDY CORP , 172 GROCERY AND CANDY",731563,,,,A,40.832581,-73.869149,"1745 172ND ST, BRONX, NY 10472",,,,,,,,,,,,
10483,"172 MINI MART INC , 172 MINI MART",733999,,,,JAC,,0.000000,"172 01 BAISLEY BLVD, JAMAICA, NY 11434",,,,,,,,,,,,
7770,"173 JR GROCERY INC , 173 JR GROCERY",723255,,,,JAC,40.844648,-73.938719,"615 W 173RD STREET, NEW YORK, NY 10032",,,,,,,,,,,,
13220,"174-02 HHE REALTY OPERATING CORP , SNACK SHOP",726910,,,,JAC,,0.000000,"174 02, FRESH MEADOWS, NY 11365",,,,,,,,,,,,
11546,"175 DELI & GROCERY CORP , FAMILY MOON DELI & GROC",716248,,,,JAC,,0.000000,"175 05 JAMAICA AVE, JAMAICA, NY 11432",,,,,,,,,,,,
7771,"175 PRESBYTERIAN DELI CORP , 175 PRESBYTERIAN DELI",723839,,,,JAC,40.845988,-73.936170,"1317 ST NICHOLAS AVE, NEW YORK, NY 10033",,,,,,,,,,,,
74,"178 GOURMET DELI CORP , 178 GOURMET DELI",727526,,,,JAC,40.852254,-73.910754,"1930 GRAND, BRONX, NY 10457",,,,,,,,,,,,
10046,"178 JJH INC , SHOP FAIR SUPERMARKET",730414,,,,JAC,40.798231,-73.940695,"178 E 116TH STREET, NEW YORK, NY 10029",,,,,,,,,,,,
10333,"180 3RD AVE LLC , WESTSIDE MARKET",734145,,,,JAC,40.734990,-73.985943,"180 3RD AVE, NEW YORK, NY 10003",,,,,,,,,,,,
78,"180 BUS STOP DELI INC , 180 BUS STOP DELI",721094,,,,JAC,40.847981,-73.888520,"702 E 180TH STREET, BRONX, NY 10457",,,,,,,,,,,,
79,"180 CANDY GROCERY TOBACCO CORP , 180 CANDY GROCERY TOBAC",724792,,,,A,40.850563,-73.893769,"535A EAST 180TH STREET, BRONX, NY 10457",,,,,,,,,,,,
80,"180 EXPRESS DELI CORP , 180 EXPRESS DELI",609414,,,,JAC,40.844828,-73.882106,"906 E 180TH ST, BRONX, NY 10460",,,,,,,,,,,,
81,"180 LA DELI GROCERY CORP , 180 LA DELI GROCERY",705401,,,,JAC,40.832816,-73.918213,"180 MCLELLAN ST, BRONX, NY 10456",,,,,,,,,,,,
9257,"180 MARKETPLACE INC , JUBILEE MARKET",627439,,,,JAC,40.778519,-73.988442,"180 RIVERSIDE BLVD, NEW YORK, NY 10069",,,,,,,,,,,,
5790,"181 AVENUE U MEATS INC , MEATS SUPREME",617107,,,,JAC,40.603440,-73.979142,"181 AVENUE, BROOKLYN, NY 11223",,,,,,,,,,,,
7774,"181 GERMAN DELI INC , 181 GOURMET DELI",710079,,,,JAC,40.851106,-73.938983,"815 W 181ST ST, NEW YORK, NY 10033",,,,,,,,,,,,
9028,"181 PARK DELI CORP , GRILL & HEIGHT DELI",714991,,,,JAC,40.848415,-73.931577,"508 W 181ST ST, NEW YORK, NY 10033",,,,,,,,,,,,
83,"181ST CANDY & DELI CORP , 181ST CANDY & DELI",708709,,,,JAC,40.854775,-73.902970,"110 E 181ST STREET, BRONX, NY 10453",,,,,,,,,,,,
7952,"182 5TH AVE RETAIL CORP , 7 ELEVEN STORE #35819A",717944,,,,JAC,40.741217,-73.989818,"182 5TH AVE, NEW YORK, NY 10010",,,,,,,,,,,,
2647,"182 FRUIT & VEGETABLE LLC , 182 FRUIT & VEGETABLE",706108,,,,JAC,40.594350,-73.977360,"182 AVENUE, BROOKLYN, NY 11223",,,,,,,,,,,,
85,"182 WILLIS DELI & GROCERY CORP , 182 WILLIS DELI & GROCE",734704,,,,JAC,40.807698,-73.923930,"182 WILLIS AVENUE, BRONX, NY 10454",,,,,,,,,,,,
84,"182ND ST DELI GROCERY CORP , 182ND ST DELI GROCERY",721708,,,,JAC,40.848591,-73.883632,"816 E 182ND STREET, BRONX, NY 10460",,,,,,,,,,,,
7776,"183 CHRISTOPHER STREET MARKET LLC , 183 CHRISTOPHER STREET",725325,,,,JAC,40.729817,-74.010480,"353 WEST 14TH STREET, NEW YORK, NY 10014",,,,,,,,,,,,
1152,"183 FOOD MARKET CORP , FOOD UNIVERSE MARKETPLA",730843,,,,JAC,40.859129,-73.906094,"60 WEST 183RD STREET, BRONX, NY 10453",,,,,,,,,,,,
87,"183 GOLD FISH MARKET CORP , 183 GOLD FISH MARKET",708527,,,,JAC,40.858549,-73.904438,"12 WEST 183RD ST, BRONX, NY 10453",,,,,,,,,,,,
3723,"183 WYCKOFF MEAT CORP , CARNICERIA LA ESPANOLA",614439,,,,JACK,40.702865,-73.916921,"183 WYCKOFF AVE, BROOKLYN, NY 11237",,,,,,,,,,,,
88,"183RD FOOD CENTER CORP , 183RD FOOD CENTER",724498,,,,JAC,40.858505,-73.904303,"9A WEST 183RD STREET, BRONX, NY 10453",,,,,,,,,,,,
605,"184 FOOD CORP , BRAVO SUPERMARKET",733402,,,,JAC,40.878642,-73.904069,"184 WEST 231ST STREET, BRONX, NY 10463",,,,,,,,,,,,
7778,"186 GROCERY CORP , 186 GROCERY",702696,,,,JAC,40.851877,-73.930288,"547 W 186TH ST, NEW YORK, NY 10033",,,,,,,,,,,,
7779,"186 GROCERY II CORP , 186 GROCERY II",703127,,,,JAC,40.824677,-73.948016,"1700 AMSTERDAM AVE, NEW YORK, NY 10031",,,,,,,,,,,,
6933,"187 PRODUCE CORP , SHOP FAIR",728967,,,,JAC,40.672900,-73.936315,"187 TROY AVENUE, BROOKLYN, NY 11213",,,,,,,,,,,,
91,"187 ST CONVENIENCE SHOP INC , 187 ST CONVENIENCE SHOP",725321,,,,A,40.854780,-73.886000,"655 E 187 ST, BRONX, NY 10458",,,,,,,,,,,,
10484,"188 MINI MART INC , 188 MINI MART",715889,,,,JAC,40.752578,-73.792231,"4613B 188TH ST, FLUSHING, NY 11358",,,,,,,,,,,,
95,"188 PARK DELI GROCERY CORP , 188 PARK DELI GROCERY",712495,,,,JAC,40.864359,-73.903925,"2457 UNIVERSITY AVE, BRONX, NY 10468",,,,,,,,,,,,
2649,"188 UTICA GROCERY INC , 188 UTICA GROCERY",614887,,,,JAC,40.672497,-73.930774,"188 UTICA AVE, BROOKLYN, NY 11213",,,,,,,,,,,,
96,"188 VALENTINE DELI CORP , 188 VALENTINE DELI",725215,,,,JAC,40.861159,-73.897082,"221 E 188TH ST, BRONX, NY 10458",,,,,,,,,,,,
7782,"188TH FOOD CORP , 188TH FOOD",702491,,,,JAC,40.855540,-73.930802,"341C WADSWORTH AVE, NEW YORK, NY 10040",,,,,,,,,,,,
1449,"188TH ST GOURMET DELI CORP , KHALED",716138,,,,JAC,40.860306,-73.894073,"346 E 188TH ST, BRONX, NY 10458",,,,,,,,,,,,
9730,"191 AVENUE A INC , NEW YORK GRILL & DELI",723892,,,,JAC,40.728977,-73.981405,"191 AVENUE, NEW YORK, NY 10009",,,,,,,,,,,,
8828,"191 FOOD CORP , FINE FARE SUPERMARKET",622533,,,,JAC,40.855415,-73.929273,"1617 ST NICHOLAS AVE, NEW YORK, NY 10040",,,,,,,,,,,,
99,"192 CONCOURSE GOURMET DELI INC , 192 CONCOURSE GOURMET D",717955,,,,JAC,40.866040,-73.900822,"2558 GRAND, BRONX, NY 10458",,,,,,,,,,,,
100,"193 RENAISSANCE MARKET CORP , 193 RENAISSANCE MARKET",732170,,,,JAC,40.832642,-73.917710,"193 MCCLELLAN STREET, BRONX, NY 10456",,,,,,,,,,,,
2658,"194 DELI AND GROCERY CORP , 194 DELI AND GROCERY",731589,,,,JAC,40.676605,-73.910909,"194 ROCKAWAY AVE, BROOKLYN, NY 11233",,,,,,,,,,,,
7786,"194 MANHATTAN DELI INC , 194 MANHATTAN DELI",628353,,,,JAC,40.800084,-73.960426,"194 MANHATTAN AVE, NEW YORK, NY 10025",,,,,,,,,,,,
2659,"194 THROOP FOOD CORP , 194 THROOP FOOD",703442,,,,JAC,40.698211,-73.944236,"777 PARK AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
10485,"195 JAMAICA DELI GROCERY INC , 195 JAMAICA DELI GROCER",728190,,,,JAC,,0.000000,"195 31 JAMAICA AVE, HOLLIS, NY 11423",,,,,,,,,,,,
1095,"195 WEBSTER MEAT & PRODUCE CORP , FINE FARE",734506,,,,JAC,40.863546,-73.889025,"2645 WEBSTER AVENUE, BRONX, NY 10458",,,,,,,,,,,,
7787,"196 STO DOMINGO GROCERY INC , 196 STO DOMINGO GROCERY",621969,,,,JAC,40.844772,-73.935245,"196 AUDUBON AVE, NEW YORK, NY 10033",,,,,,,,,,,,
8039,"197 8TH AVE DELI CORP , ADAM'S MARKETPLACE 12/",725415,,,,JAC,40.743570,-73.999745,"197 8TH AVENUE, NEW YORK, NY 10011",,,,,,,,,,,,
102,"198 BAINBRIDGE DELI & GROCERY COR , 198 BAINBRIDGE DELI & G",723786,,,,JAC,40.868376,-73.888494,"2839 BAINBRIDGE AVE, BRONX, NY 10458",,,,,,,,,,,,
10486,"198 DELI & GROCERY INC , 198 DELI & GROCERY",733484,,,,JAC,,0.000000,"198 01 JAMAICA AVE, HOLLIS, NY 11423",,,,,,,,,,,,
10487,"199 LINDEN DELI GROCERY , 199 LINDEN DELI GROCERY",715871,,,,JAC,,0.000000,"199 13 LINDEN BLVD, SAINT ALBANS, NY 11412",,,,,,,,,,,,
7799,"200 CANDY CORP , 200 CANDY STORE",705536,,,,A,40.864913,-73.926876,"200 DYCKMAN ST, NEW YORK, NY 10040",,,,,,,,,,,,
2670,"200 JAMAICA FOOD CORP , 200 JAMAICA FOOD",714919,,,,JAC,40.680384,-73.892713,"200 JAMAICA AVE, BROOKLYN, NY 11207",,,,,,,,,,,,
5280,"200 MALCOLM X MEAT CORP , KEY FOOD 1206",614387,,,,JAC,40.686620,-73.929797,"200 MALCOLM X BLVD, BROOKLYN, NY 11221",,,,,,,,,,,,
7800,"200 W 14TH STREET GOURMET INC , 200 W 14TH STREET GOURM",713243,,,,JAC,40.738664,-73.999938,"200 W 14TH ST, NEW YORK, NY 10011",,,,,,,,,,,,
6377,"203 PARKSIDE DELI GRO&LUNCH CORP , PARKSIDE DELI GROCERY",610782,,,,JAC,40.655221,-73.960993,"203 PARKSIDE AVE, BROOKLYN, NY 11226",,,,,,,,,,,,
3610,"204 UNION FOOD CORP , BROOKLYN HARVEST MARKET",712410,,,,JAC,40.706750,-73.950421,"204 UNION AVE, BROOKLYN, NY 11211",,,,,,,,,,,,
13120,"205 SB FRUITS & VEGETABLES CORP , SB FRUIT VEGETABLE & GR",733561,,,,JAC,,0.000000,"205 01 HILLSIDE AVE, HOLLIS, NY 11423",,,,,,,,,,,,
10493,"205-13 HUSAM DELI CORP , 205-13 HUSAM DELI",724216,,,,JAC,,0.000000,"205 13 JAMAICA AVENUE, HOLLIS, NY 11423",,,,,,,,,,,,
2672,"206 DELI GROCERY CORP , 206 DELI GROCERY",723525,,,,JAC,40.684100,-73.989463,"206 HOYT ST, BROOKLYN, NY 11217",,,,,,,,,,,,
118,"206 SAMY GOURMET DELI CORP , 206 SAMY GOURMET DELI",725457,,,,JAC,40.807934,-73.923757,"206 WILLIS AVE, BRONX, NY 10454",,,,,,,,,,,,
